Date,Time,Water_Trt,Water_Rep,Header,pH_handheld,pH_TRIS,pH_controller,pH_animal
8/20/2019,840,Acidified,1,1,7.76,7.79,7.71,7.78
8/20/2019,840,Control ,1,2,7.94,7.97,NA,NA
8/20/2019,840,Acidified,2,3,7.86,7.89,7.79,NA
8/20/2019,840,Variable,1,4,7.78,7.81,7.71,7.75
8/20/2019,840,Variable,2,5,7.76,7.79,7.7,NA
8/20/2019,840,Control ,2,6,7.95,7.98,NA,NA
8/20/2019,840,Variable,3,7,7.88,7.91,7.79,NA
8/20/2019,840,Acidified,3,8,7.71,7.74,7.64,NA
8/20/2019,840,Control ,3,9,7.94,7.97,NA,7.94
8/20/2019,1208,Acidified,1,1,7.78,7.81,7.74,NA
8/20/2019,1208,Control ,1,2,7.94,7.97,NA,7.95
8/20/2019,1208,Acidified,2,3,7.83,7.86,7.78,7.81
8/20/2019,1208,Variable,1,4,7.94,7.97,NA,7.94
8/20/2019,1208,Variable,2,5,7.96,7.99,NA,NA
8/20/2019,1208,Control ,2,6,7.95,7.98,NA,NA
8/20/2019,1208,Variable,3,7,7.96,7.99,NA,NA
8/20/2019,1208,Acidified,3,8,7.75,7.78,7.71,NA
8/20/2019,1208,Control ,3,9,7.95,7.98,NA,NA
821/2019,1245,Acidified,1,1,7.63,7.66,7.63,NA
821/2019,1245,Control ,1,2,7.98,8.01,NA,NA
821/2019,1245,Acidified,2,3,7.76,7.79,7.73,NA
821/2019,1245,Variable,1,4,7.97,8,NA,NA
821/2019,1245,Variable,2,5,7.98,8.01,NA,7.98
821/2019,1245,Control ,2,6,7.77,7.8,NA,7.99
821/2019,1245,Variable,3,7,7.96,7.99,NA,NA
821/2019,1245,Acidified,3,8,7.6,7.63,7.63,7.6
821/2019,1245,Control ,3,9,7.96,7.99,NA,NA
8/21/2019,1648,Acidified,1,1,7.69,7.72,7.65,7.64
8/21/2019,1648,Control ,1,2,7.86,7.89,NA,7.86
8/21/2019,1648,Acidified,2,3,7.76,7.79,7.79,NA
8/21/2019,1648,Variable,1,4,7.57,7.6,7.59,NA
8/21/2019,1648,Variable,2,5,7.58,7.61,7.61,NA
8/21/2019,1648,Control ,2,6,7.85,7.88,NA,NA
8/21/2019,1648,Variable,3,7,7.78,7.81,7.89,7.77
8/21/2019,1648,Acidified,3,8,7.63,7.66,7.65,NA
8/21/2019,1648,Control ,3,9,7.87,7.9,NA,NA
8/22/2019,1655,Acidified,1,1,7.73,7.76,7.76,NA
8/22/2019,1655,Control ,1,2,7.89,7.92,NA,NA
8/22/2019,1655,Acidified,2,3,7.51,7.54,7.45,NA
8/22/2019,1655,Variable,1,4,7.66,7.69,7.5,NA
8/22/2019,1655,Variable,2,5,7.56,7.59,7.55,NA
8/22/2019,1655,Control ,2,6,7.89,7.92,NA,NA
8/22/2019,1655,Variable,3,7,7.83,7.86,7.82,NA
8/22/2019,1655,Acidified,3,8,7.6,7.63,7.59,NA
8/22/2019,1655,Control ,3,9,7.9,7.93,NA,NA
8/22/2019,800,Acidified,1,1,7.63,7.66,7.64,7.64
8/22/2019,800,Control ,1,2,7.92,7.95,NA,7.92
8/22/2019,800,Acidified,2,3,7.54,7.57,7.51,7.55
8/22/2019,800,Variable,1,4,7.79,7.82,7.72,7.79
8/22/2019,800,Variable,2,5,7.6,7.63,7.56,7.59
8/22/2019,800,Control ,2,6,7.92,7.95,NA,7.92
8/22/2019,800,Variable,3,7,7.66,7.69,7.66,7.66
8/22/2019,800,Acidified,3,8,7.77,7.8,7.72,7.75
8/22/2019,800,Control ,3,9,7.9,7.93,NA,7.91
